home_team,away_team,home_score,away_score,date,season
Alavés,Real Madrid,1.0,4.0,2021-01-23,2021
Sevilla,Cádiz,3.0,0.0,2021-01-23,2021
Real Sociedad,Betis,2.0,2.0,2021-01-23,2021
Alavés,Real Madrid,1.0,4.0,2021-01-23,2021
Real Sociedad,Betis,2.0,2.0,2021-01-23,2021
Atlético Madrid,Valencia,3.0,1.0,2021-01-24,2021
Osasuna,Granada,3.0,1.0,2021-01-24,2021
Atlético Madrid,Valencia,3.0,1.0,2021-01-24,2021
Athletic Club,Getafe,5.0,1.0,2021-01-25,2021
Cádiz,Atlético Madrid,2.0,4.0,2021-01-31,2021
Getafe,Alavés,0.0,0.0,2021-01-31,2021
Granada,Celta Vigo,0.0,0.0,2021-01-31,2021
Barcelona,Athletic Club,2.0,1.0,2021-01-31,2021
Cádiz,Atlético Madrid,2.0,4.0,2021-01-31,2021
Getafe,Alavés,0.0,0.0,2021-01-31,2021
Betis,Osasuna,1.0,0.0,2021-02-01,2021
Betis,Osasuna,1.0,0.0,2021-02-01,2021
Sevilla,Getafe,3.0,0.0,2021-02-06,2021
Athletic Club,Valencia,1.0,1.0,2021-02-07,2021
Betis,Barcelona,2.0,3.0,2021-02-07,2021
Real Sociedad,Cádiz,4.0,1.0,2021-02-07,2021
Real Sociedad,Cádiz,4.0,1.0,2021-02-07,2021
Betis,Barcelona,2.0,3.0,2021-02-07,2021
Atlético Madrid,Celta Vigo,2.0,2.0,2021-02-08,2021
Atlético Madrid,Celta Vigo,2.0,2.0,2021-02-08,2021
Real Madrid,Getafe,2.0,0.0,2021-02-09,2021
Barcelona,Alavés,5.0,1.0,2021-02-13,2021
Granada,Atlético Madrid,1.0,2.0,2021-02-13,2021
Barcelona,Alavés,5.0,1.0,2021-02-13,2021
Granada,Atlético Madrid,1.0,2.0,2021-02-13,2021
Real Madrid,Valencia,2.0,0.0,2021-02-14,2021
Getafe,Real Sociedad,0.0,1.0,2021-02-14,2021
Cádiz,Athletic Club,0.0,4.0,2021-02-15,2021
Cádiz,Athletic Club,0.0,4.0,2021-02-15,2021
Betis,Getafe,1.0,0.0,2021-02-19,2021
Betis,Getafe,1.0,0.0,2021-02-19,2021
Valencia,Celta Vigo,2.0,0.0,2021-02-20,2021
Real Sociedad,Alavés,4.0,0.0,2021-02-21,2021
Real Sociedad,Alavés,4.0,0.0,2021-02-21,2021
Barcelona,Cádiz,1.0,1.0,2021-02-21,2021
Barcelona,Cádiz,1.0,1.0,2021-02-21,2021
Osasuna,Sevilla,0.0,2.0,2021-02-22,2021
Sevilla,Barcelona,0.0,2.0,2021-02-27,2021
Getafe,Valencia,3.0,0.0,2021-02-27,2021
Alavés,Osasuna,0.0,1.0,2021-02-27,2021
Alavés,Osasuna,0.0,1.0,2021-02-27,2021
Cádiz,Betis,0.0,1.0,2021-02-28,2021
Cádiz,Betis,0.0,1.0,2021-02-28,2021
Real Madrid,Real Sociedad,1.0,1.0,2021-03-01,2021
Osasuna,Barcelona,0.0,2.0,2021-03-06,2021
Athletic Club,Granada,2.0,1.0,2021-03-07,2021
Atlético Madrid,Real Madrid,1.0,1.0,2021-03-07,2021
Atlético Madrid,Real Madrid,1.0,1.0,2021-03-07,2021
Betis,Alavés,3.0,2.0,2021-03-08,2021
Betis,Alavés,3.0,2.0,2021-03-08,2021
Atlético Madrid,Athletic Club,2.0,1.0,2021-03-10,2021
Atlético Madrid,Athletic Club,2.0,1.0,2021-03-10,2021
Getafe,Atlético Madrid,0.0,0.0,2021-03-13,2021
Alavés,Cádiz,1.0,1.0,2021-03-13,2021
Alavés,Cádiz,1.0,1.0,2021-03-13,2021
Getafe,Atlético Madrid,0.0,0.0,2021-03-13,2021
Celta Vigo,Athletic Club,0.0,0.0,2021-03-14,2021
Granada,Real Sociedad,1.0,0.0,2021-03-14,2021
Sevilla,Betis,1.0,0.0,2021-03-14,2021
Sevilla,Betis,1.0,0.0,2021-03-14,2021
Celta Vigo,Real Madrid,1.0,3.0,2021-03-20,2021
Valencia,Granada,2.0,1.0,2021-03-21,2021
Atlético Madrid,Alavés,1.0,0.0,2021-03-21,2021
Real Sociedad,Barcelona,1.0,6.0,2021-03-21,2021
Atlético Madrid,Alavés,1.0,0.0,2021-03-21,2021
Osasuna,Getafe,0.0,0.0,2021-04-03,2021
Alavés,Celta Vigo,1.0,3.0,2021-04-04,2021
Sevilla,Atlético Madrid,1.0,0.0,2021-04-04,2021
Cádiz,Valencia,2.0,1.0,2021-04-04,2021
Cádiz,Valencia,2.0,1.0,2021-04-04,2021
Alavés,Celta Vigo,1.0,3.0,2021-04-04,2021
Sevilla,Atlético Madrid,1.0,0.0,2021-04-04,2021
Real Sociedad,Athletic Club,1.0,1.0,2021-04-07,2021
Athletic Club,Alavés,0.0,0.0,2021-04-10,2021
Getafe,Cádiz,0.0,1.0,2021-04-10,2021
Real Madrid,Barcelona,2.0,1.0,2021-04-10,2021
Athletic Club,Alavés,0.0,0.0,2021-04-10,2021
Getafe,Cádiz,0.0,1.0,2021-04-10,2021
Betis,Atlético Madrid,1.0,1.0,2021-04-11,2021
Betis,Atlético Madrid,1.0,1.0,2021-04-11,2021
Valencia,Real Sociedad,2.0,2.0,2021-04-11,2021
Celta Vigo,Sevilla,3.0,4.0,2021-04-12,2021
Betis,Valencia,2.0,2.0,2021-04-18,2021
Getafe,Real Madrid,0.0,0.0,2021-04-18,2021
Cádiz,Celta Vigo,0.0,0.0,2021-04-18,2021
Real Sociedad,Sevilla,1.0,2.0,2021-04-18,2021
Betis,Valencia,2.0,2.0,2021-04-18,2021
Cádiz,Celta Vigo,0.0,0.0,2021-04-18,2021
Osasuna,Valencia,3.0,1.0,2021-04-21,2021
Cádiz,Real Madrid,0.0,3.0,2021-04-21,2021
Betis,Athletic Club,0.0,0.0,2021-04-21,2021
Betis,Athletic Club,0.0,0.0,2021-04-21,2021
Cádiz,Real Madrid,0.0,3.0,2021-04-21,2021
Real Sociedad,Celta Vigo,2.0,1.0,2021-04-22,2021
Barcelona,Getafe,5.0,2.0,2021-04-22,2021
Valencia,Alavés,1.0,1.0,2021-04-24,2021
Valencia,Alavés,1.0,1.0,2021-04-24,2021
Real Madrid,Betis,0.0,0.0,2021-04-24,2021
Real Madrid,Betis,0.0,0.0,2021-04-24,2021
Celta Vigo,Osasuna,2.0,1.0,2021-04-25,2021
Athletic Club,Atlético Madrid,2.0,1.0,2021-04-25,2021
Athletic Club,Atlético Madrid,2.0,1.0,2021-04-25,2021
Sevilla,Granada,2.0,1.0,2021-04-25,2021
Barcelona,Granada,1.0,2.0,2021-04-29,2021
Real Madrid,Osasuna,2.0,0.0,2021-05-01,2021
Valencia,Barcelona,2.0,3.0,2021-05-02,2021
Granada,Cádiz,0.0,1.0,2021-05-02,2021
Granada,Cádiz,0.0,1.0,2021-05-02,2021
Sevilla,Athletic Club,0.0,1.0,2021-05-03,2021
Barcelona,Atlético Madrid,0.0,0.0,2021-05-08,2021
Athletic Club,Osasuna,2.0,2.0,2021-05-08,2021
Barcelona,Atlético Madrid,0.0,0.0,2021-05-08,2021
Real Madrid,Sevilla,2.0,2.0,2021-05-09,2021
Betis,Granada,2.0,1.0,2021-05-10,2021
Betis,Granada,2.0,1.0,2021-05-10,2021
Osasuna,Cádiz,3.0,2.0,2021-05-11,2021
Osasuna,Cádiz,3.0,2.0,2021-05-11,2021
Sevilla,Valencia,1.0,0.0,2021-05-12,2021
Atlético Madrid,Real Sociedad,2.0,1.0,2021-05-12,2021
Celta Vigo,Getafe,1.0,0.0,2021-05-12,2021
Atlético Madrid,Real Sociedad,2.0,1.0,2021-05-12,2021
Granada,Real Madrid,1.0,4.0,2021-05-13,2021
Alavés,Granada,4.0,2.0,2021-05-16,2021
Atlético Madrid,Osasuna,2.0,1.0,2021-05-16,2021
Barcelona,Celta Vigo,1.0,2.0,2021-05-16,2021
Athletic Club,Real Madrid,0.0,1.0,2021-05-16,2021
Atlético Madrid,Osasuna,2.0,1.0,2021-05-16,2021
Alavés,Granada,4.0,2.0,2021-05-16,2021
Celta Vigo,Betis,2.0,3.0,2021-05-22,2021
Osasuna,Real Sociedad,0.0,1.0,2021-05-22,2021
Celta Vigo,Betis,2.0,3.0,2021-05-22,2021
Sevilla,Alavés,1.0,0.0,2021-05-23,2021
Granada,Getafe,0.0,0.0,2021-05-23,2021
Sevilla,Alavés,1.0,0.0,2021-05-23,2021
Valencia,Getafe,1.0,0.0,2021-08-13,2022
Alavés,Real Madrid,1.0,4.0,2021-08-14,2022
Mallorca,Betis,1.0,1.0,2021-08-14,2022
Mallorca,Betis,1.0,1.0,2021-08-14,2022
Alavés,Real Madrid,1.0,4.0,2021-08-14,2022
Celta Vigo,Atlético Madrid,1.0,2.0,2021-08-15,2022
Sevilla,Rayo Vallecano,3.0,0.0,2021-08-15,2022
Celta Vigo,Atlético Madrid,1.0,2.0,2021-08-15,2022
Barcelona,Real Sociedad,4.0,2.0,2021-08-15,2022
Betis,Cádiz,1.0,1.0,2021-08-20,2022
Betis,Cádiz,1.0,1.0,2021-08-20,2022
Granada,Valencia,1.0,1.0,2021-08-21,2022
Athletic Club,Barcelona,1.0,1.0,2021-08-21,2022
Alavés,Mallorca,0.0,1.0,2021-08-21,2022
Alavés,Mallorca,0.0,1.0,2021-08-21,2022
Real Sociedad,Rayo Vallecano,1.0,0.0,2021-08-22,2022
Getafe,Sevilla,0.0,1.0,2021-08-23,2022
Osasuna,Celta Vigo,0.0,0.0,2021-08-23,2022
Valencia,Alavés,3.0,0.0,2021-08-27,2022
Valencia,Alavés,3.0,0.0,2021-08-27,2022
Betis,Real Madrid,0.0,1.0,2021-08-28,2022
Celta Vigo,Athletic Club,0.0,1.0,2021-08-28,2022
Betis,Real Madrid,0.0,1.0,2021-08-28,2022
Barcelona,Getafe,2.0,1.0,2021-08-29,2022
Rayo Vallecano,Granada,4.0,0.0,2021-08-29,2022
Cádiz,Osasuna,2.0,3.0,2021-08-29,2022
Cádiz,Osasuna,2.0,3.0,2021-08-29,2022
Athletic Club,Mallorca,2.0,0.0,2021-09-11,2022
Osasuna,Valencia,1.0,4.0,2021-09-12,2022
Real Madrid,Celta Vigo,5.0,2.0,2021-09-12,2022
Cádiz,Real Sociedad,0.0,2.0,2021-09-12,2022
Cádiz,Real Sociedad,0.0,2.0,2021-09-12,2022
Granada,Betis,1.0,2.0,2021-09-13,2022
Granada,Betis,1.0,2.0,2021-09-13,2022
Celta Vigo,Cádiz,1.0,2.0,2021-09-17,2022
Celta Vigo,Cádiz,1.0,2.0,2021-09-17,2022
Atlético Madrid,Athletic Club,0.0,0.0,2021-09-18,2022
Rayo Vallecano,Getafe,3.0,0.0,2021-09-18,2022
Alavés,Osasuna,0.0,2.0,2021-09-18,2022
Atlético Madrid,Athletic Club,0.0,0.0,2021-09-18,2022
Alavés,Osasuna,0.0,2.0,2021-09-18,2022
Valencia,Real Madrid,1.0,2.0,2021-09-19,2022
Real Sociedad,Sevilla,0.0,0.0,2021-09-19,2022
Barcelona,Granada,1.0,1.0,2021-09-20,2022
Athletic Club,Rayo Vallecano,1.0,2.0,2021-09-21,2022
Getafe,Atlético Madrid,1.0,2.0,2021-09-21,2022
Getafe,Atlético Madrid,1.0,2.0,2021-09-21,2022
Sevilla,Valencia,3.0,1.0,2021-09-22,2022
Real Madrid,Mallorca,6.0,1.0,2021-09-22,2022
Cádiz,Barcelona,0.0,0.0,2021-09-23,2022
Granada,Real Sociedad,2.0,3.0,2021-09-23,2022
Cádiz,Barcelona,0.0,0.0,2021-09-23,2022
Osasuna,Betis,1.0,3.0,2021-09-23,2022
Osasuna,Betis,1.0,3.0,2021-09-23,2022
Valencia,Athletic Club,1.0,1.0,2021-09-25,2022
Alavés,Atlético Madrid,1.0,0.0,2021-09-25,2022
Alavés,Atlético Madrid,1.0,0.0,2021-09-25,2022
Mallorca,Osasuna,2.0,3.0,2021-09-26,2022
Rayo Vallecano,Cádiz,3.0,1.0,2021-09-26,2022
Betis,Getafe,2.0,0.0,2021-09-26,2022
Betis,Getafe,2.0,0.0,2021-09-26,2022
Rayo Vallecano,Cádiz,3.0,1.0,2021-09-26,2022
Celta Vigo,Granada,1.0,0.0,2021-09-27,2022
Athletic Club,Alavés,1.0,0.0,2021-10-01,2022
Athletic Club,Alavés,1.0,0.0,2021-10-01,2022
Cádiz,Valencia,0.0,0.0,2021-10-02,2022
Osasuna,Rayo Vallecano,1.0,0.0,2021-10-02,2022
Atlético Madrid,Barcelona,2.0,0.0,2021-10-02,2022
Atlético Madrid,Barcelona,2.0,0.0,2021-10-02,2022
Cádiz,Valencia,0.0,0.0,2021-10-02,2022
Getafe,Real Sociedad,1.0,1.0,2021-10-03,2022
Granada,Sevilla,1.0,0.0,2021-10-03,2022
Real Sociedad,Mallorca,1.0,0.0,2021-10-16,2022
Barcelona,Valencia,3.0,1.0,2021-10-17,2022
Celta Vigo,Sevilla,0.0,1.0,2021-10-17,2022
Alavés,Betis,0.0,1.0,2021-10-18,2022
Alavés,Betis,0.0,1.0,2021-10-18,2022
Osasuna,Granada,1.0,1.0,2021-10-22,2022
Cádiz,Alavés,0.0,2.0,2021-10-23,2022
Valencia,Mallorca,2.0,2.0,2021-10-23,2022
Cádiz,Alavés,0.0,2.0,2021-10-23,2022
Betis,Rayo Vallecano,3.0,2.0,2021-10-24,2022
Atlético Madrid,Real Sociedad,2.0,2.0,2021-10-24,2022
Atlético Madrid,Real Sociedad,2.0,2.0,2021-10-24,2022
Barcelona,Real Madrid,1.0,2.0,2021-10-24,2022
Betis,Rayo Vallecano,3.0,2.0,2021-10-24,2022
Getafe,Celta Vigo,0.0,3.0,2021-10-25,2022
Rayo Vallecano,Barcelona,1.0,0.0,2021-10-27,2022
Betis,Valencia,4.0,1.0,2021-10-27,2022
Mallorca,Sevilla,1.0,1.0,2021-10-27,2022
Real Madrid,Osasuna,0.0,0.0,2021-10-27,2022
Betis,Valencia,4.0,1.0,2021-10-27,2022
Celta Vigo,Real Sociedad,0.0,2.0,2021-10-28,2022
Granada,Getafe,1.0,1.0,2021-10-28,2022
Sevilla,Osasuna,2.0,0.0,2021-10-30,2022
Barcelona,Alavés,1.0,1.0,2021-10-30,2022
Barcelona,Alavés,1.0,1.0,2021-10-30,2022
Atlético Madrid,Betis,3.0,0.0,2021-10-31,2022
Real Sociedad,Athletic Club,1.0,1.0,2021-10-31,2022
Cádiz,Mallorca,1.0,1.0,2021-10-31,2022
Atlético Madrid,Betis,3.0,0.0,2021-10-31,2022
Cádiz,Mallorca,1.0,1.0,2021-10-31,2022
Rayo Vallecano,Celta Vigo,0.0,0.0,2021-11-01,2022
Athletic Club,Cádiz,0.0,1.0,2021-11-05,2022
Athletic Club,Cádiz,0.0,1.0,2021-11-05,2022
Real Madrid,Rayo Vallecano,2.0,1.0,2021-11-06,2022
Celta Vigo,Barcelona,3.0,3.0,2021-11-06,2022
Betis,Sevilla,0.0,2.0,2021-11-07,2022
Osasuna,Real Sociedad,0.0,2.0,2021-11-07,2022
Valencia,Atlético Madrid,3.0,3.0,2021-11-07,2022
Betis,Sevilla,0.0,2.0,2021-11-07,2022
Valencia,Atlético Madrid,3.0,3.0,2021-11-07,2022
Sevilla,Alavés,2.0,2.0,2021-11-20,2022
Atlético Madrid,Osasuna,1.0,0.0,2021-11-20,2022
Sevilla,Alavés,2.0,2.0,2021-11-20,2022
Atlético Madrid,Osasuna,1.0,0.0,2021-11-20,2022
Real Sociedad,Valencia,0.0,0.0,2021-11-21,2022
Granada,Real Madrid,1.0,4.0,2021-11-21,2022
Getafe,Cádiz,4.0,0.0,2021-11-21,2022
Getafe,Cádiz,4.0,0.0,2021-11-21,2022
Rayo Vallecano,Mallorca,3.0,1.0,2021-11-22,2022
Athletic Club,Granada,2.0,2.0,2021-11-26,2022
Valencia,Rayo Vallecano,1.0,1.0,2021-11-27,2022
Mallorca,Getafe,0.0,0.0,2021-11-27,2022
Alavés,Celta Vigo,1.0,2.0,2021-11-27,2022
Alavés,Celta Vigo,1.0,2.0,2021-11-27,2022
Real Madrid,Sevilla,2.0,1.0,2021-11-28,2022
Cádiz,Atlético Madrid,1.0,4.0,2021-11-28,2022
Cádiz,Atlético Madrid,1.0,4.0,2021-11-28,2022
Real Madrid,Athletic Club,1.0,0.0,2021-12-01,2022
Granada,Alavés,2.0,1.0,2021-12-03,2022
Granada,Alavés,2.0,1.0,2021-12-03,2022
Real Sociedad,Real Madrid,0.0,2.0,2021-12-04,2022
Atlético Madrid,Mallorca,1.0,2.0,2021-12-04,2022
Barcelona,Betis,0.0,1.0,2021-12-04,2022
Atlético Madrid,Mallorca,1.0,2.0,2021-12-04,2022
Barcelona,Betis,0.0,1.0,2021-12-04,2022
Celta Vigo,Valencia,1.0,2.0,2021-12-05,2022
Getafe,Athletic Club,0.0,0.0,2021-12-06,2022
Mallorca,Celta Vigo,0.0,0.0,2021-12-10,2022
Alavés,Getafe,1.0,1.0,2021-12-11,2022
Alavés,Getafe,1.0,1.0,2021-12-11,2022
Athletic Club,Sevilla,0.0,1.0,2021-12-11,2022
Real Madrid,Atlético Madrid,2.0,0.0,2021-12-12,2022
Real Madrid,Atlético Madrid,2.0,0.0,2021-12-12,2022
Betis,Real Sociedad,4.0,0.0,2021-12-12,2022
Osasuna,Barcelona,2.0,2.0,2021-12-12,2022
Betis,Real Sociedad,4.0,0.0,2021-12-12,2022
Cádiz,Granada,1.0,1.0,2021-12-13,2022
Cádiz,Granada,1.0,1.0,2021-12-13,2022
Rayo Vallecano,Alavés,2.0,0.0,2021-12-18,2022
Sevilla,Atlético Madrid,2.0,1.0,2021-12-18,2022
Sevilla,Atlético Madrid,2.0,1.0,2021-12-18,2022
Rayo Vallecano,Alavés,2.0,0.0,2021-12-18,2022
Getafe,Osasuna,1.0,0.0,2021-12-19,2022
Real Madrid,Cádiz,0.0,0.0,2021-12-19,2022
Real Madrid,Cádiz,0.0,0.0,2021-12-19,2022
Granada,Mallorca,4.0,1.0,2021-12-19,2022
Athletic Club,Betis,3.0,2.0,2021-12-19,2022
Athletic Club,Betis,3.0,2.0,2021-12-19,2022
Sevilla,Barcelona,1.0,1.0,2021-12-21,2022
Athletic Club,Real Madrid,1.0,2.0,2021-12-22,2022
Granada,Atlético Madrid,2.0,1.0,2021-12-22,2022
Granada,Atlético Madrid,2.0,1.0,2021-12-22,2022
Getafe,Real Madrid,1.0,0.0,2022-01-02,2022
Mallorca,Barcelona,0.0,1.0,2022-01-02,2022
Betis,Celta Vigo,0.0,2.0,2022-01-02,2022
Alavés,Real Sociedad,1.0,1.0,2022-01-02,2022
Atlético Madrid,Rayo Vallecano,2.0,0.0,2022-01-02,2022
Betis,Celta Vigo,0.0,2.0,2022-01-02,2022
Alavés,Real Sociedad,1.0,1.0,2022-01-02,2022
Atlético Madrid,Rayo Vallecano,2.0,0.0,2022-01-02,2022
Osasuna,Athletic Club,1.0,3.0,2022-01-03,2022
Cádiz,Sevilla,0.0,1.0,2022-01-03,2022
Cádiz,Sevilla,0.0,1.0,2022-01-03,2022
Real Madrid,Valencia,4.0,1.0,2022-01-08,2022
Real Sociedad,Celta Vigo,1.0,0.0,2022-01-08,2022
Granada,Barcelona,1.0,1.0,2022-01-08,2022
Sevilla,Getafe,1.0,0.0,2022-01-09,2022
Alavés,Athletic Club,0.0,0.0,2022-01-09,2022
Rayo Vallecano,Betis,1.0,1.0,2022-01-09,2022
Osasuna,Cádiz,2.0,0.0,2022-01-09,2022
Alavés,Athletic Club,0.0,0.0,2022-01-09,2022
Rayo Vallecano,Betis,1.0,1.0,2022-01-09,2022
Osasuna,Cádiz,2.0,0.0,2022-01-09,2022
Betis,Alavés,4.0,0.0,2022-01-18,2022
Betis,Alavés,4.0,0.0,2022-01-18,2022
Celta Vigo,Osasuna,2.0,0.0,2022-01-19,2022
Valencia,Sevilla,1.0,1.0,2022-01-19,2022
Getafe,Granada,4.0,2.0,2022-01-20,2022
Atlético Madrid,Valencia,3.0,2.0,2022-01-22,2022
Atlético Madrid,Valencia,3.0,2.0,2022-01-22,2022
Sevilla,Celta Vigo,2.0,2.0,2022-01-22,2022
Real Sociedad,Getafe,0.0,0.0,2022-01-23,2022
Rayo Vallecano,Athletic Club,0.0,1.0,2022-01-23,2022
Granada,Osasuna,0.0,2.0,2022-01-23,2022
Alavés,Barcelona,0.0,1.0,2022-01-23,2022
Alavés,Barcelona,0.0,1.0,2022-01-23,2022
Osasuna,Sevilla,0.0,0.0,2022-02-05,2022
Mallorca,Cádiz,2.0,1.0,2022-02-05,2022
Celta Vigo,Rayo Vallecano,2.0,0.0,2022-02-05,2022
Mallorca,Cádiz,2.0,1.0,2022-02-05,2022
Real Madrid,Granada,1.0,0.0,2022-02-06,2022
Valencia,Real Sociedad,0.0,0.0,2022-02-06,2022
Barcelona,Atlético Madrid,4.0,2.0,2022-02-06,2022
Barcelona,Atlético Madrid,4.0,2.0,2022-02-06,2022
Atlético Madrid,Getafe,4.0,3.0,2022-02-12,2022
Atlético Madrid,Getafe,4.0,3.0,2022-02-12,2022
Cádiz,Celta Vigo,0.0,0.0,2022-02-12,2022
Cádiz,Celta Vigo,0.0,0.0,2022-02-12,2022
Rayo Vallecano,Osasuna,0.0,3.0,2022-02-12,2022
Real Sociedad,Granada,2.0,0.0,2022-02-13,2022
Alavés,Valencia,2.0,1.0,2022-02-13,2022
Alavés,Valencia,2.0,1.0,2022-02-13,2022
Mallorca,Athletic Club,3.0,2.0,2022-02-14,2022
Osasuna,Atlético Madrid,0.0,3.0,2022-02-19,2022
Cádiz,Getafe,1.0,1.0,2022-02-19,2022
Real Madrid,Alavés,3.0,0.0,2022-02-19,2022
Osasuna,Atlético Madrid,0.0,3.0,2022-02-19,2022
Real Madrid,Alavés,3.0,0.0,2022-02-19,2022
Cádiz,Getafe,1.0,1.0,2022-02-19,2022
Valencia,Barcelona,1.0,4.0,2022-02-20,2022
Betis,Mallorca,2.0,1.0,2022-02-20,2022
Athletic Club,Real Sociedad,4.0,0.0,2022-02-20,2022
Betis,Mallorca,2.0,1.0,2022-02-20,2022
Getafe,Alavés,2.0,2.0,2022-02-26,2022
Atlético Madrid,Celta Vigo,2.0,0.0,2022-02-26,2022
Mallorca,Valencia,0.0,1.0,2022-02-26,2022
Rayo Vallecano,Real Madrid,0.0,1.0,2022-02-26,2022
Atlético Madrid,Celta Vigo,2.0,0.0,2022-02-26,2022
Getafe,Alavés,2.0,2.0,2022-02-26,2022
Sevilla,Betis,2.0,1.0,2022-02-27,2022
Barcelona,Athletic Club,4.0,0.0,2022-02-27,2022
Real Sociedad,Osasuna,1.0,0.0,2022-02-27,2022
Sevilla,Betis,2.0,1.0,2022-02-27,2022
Granada,Cádiz,0.0,0.0,2022-02-28,2022
Granada,Cádiz,0.0,0.0,2022-02-28,2022
Mallorca,Real Sociedad,0.0,2.0,2022-03-02,2022
Alavés,Sevilla,0.0,0.0,2022-03-04,2022
Alavés,Sevilla,0.0,0.0,2022-03-04,2022
Valencia,Granada,3.0,1.0,2022-03-05,2022
Real Madrid,Real Sociedad,4.0,1.0,2022-03-05,2022
Celta Vigo,Mallorca,4.0,3.0,2022-03-06,2022
Betis,Atlético Madrid,1.0,3.0,2022-03-06,2022
Betis,Atlético Madrid,1.0,3.0,2022-03-06,2022
Cádiz,Rayo Vallecano,2.0,0.0,2022-03-06,2022
Cádiz,Rayo Vallecano,2.0,0.0,2022-03-06,2022
Atlético Madrid,Cádiz,2.0,1.0,2022-03-11,2022
Atlético Madrid,Cádiz,2.0,1.0,2022-03-11,2022
Getafe,Valencia,0.0,0.0,2022-03-12,2022
Barcelona,Osasuna,4.0,0.0,2022-03-13,2022
