home_team,away_team,home_score,away_score,date,season
Cádiz,Celta Vigo,2.0,2.0,2024-02-25,2024
Betis,Athletic Club,3.0,1.0,2024-02-25,2024
Cádiz,Celta Vigo,2.0,2.0,2024-02-25,2024
Las Palmas,Osasuna,1.0,1.0,2024-02-25,2024
Girona,Rayo Vallecano,3.0,0.0,2024-02-26,2024
Celta Vigo,Almería,1.0,0.0,2024-03-01,2024
Celta Vigo,Almería,1.0,0.0,2024-03-01,2024
Valencia,Real Madrid,2.0,2.0,2024-03-02,2024
Sevilla,Real Sociedad,3.0,2.0,2024-03-02,2024
Rayo Vallecano,Cádiz,1.0,1.0,2024-03-02,2024
Getafe,Las Palmas,3.0,3.0,2024-03-02,2024
Rayo Vallecano,Cádiz,1.0,1.0,2024-03-02,2024
Athletic Club,Barcelona,0.0,0.0,2024-03-03,2024
Mallorca,Girona,1.0,0.0,2024-03-03,2024
Atlético Madrid,Betis,2.0,1.0,2024-03-03,2024
Atlético Madrid,Betis,2.0,1.0,2024-03-03,2024
Osasuna,Alavés,1.0,0.0,2024-03-04,2024
Osasuna,Alavés,1.0,0.0,2024-03-04,2024
Barcelona,Mallorca,1.0,0.0,2024-03-08,2024
Cádiz,Atlético Madrid,2.0,0.0,2024-03-09,2024
Granada,Real Sociedad,2.0,3.0,2024-03-09,2024
Valencia,Getafe,1.0,0.0,2024-03-09,2024
Girona,Osasuna,2.0,0.0,2024-03-09,2024
Cádiz,Atlético Madrid,2.0,0.0,2024-03-09,2024
Alavés,Rayo Vallecano,1.0,0.0,2024-03-10,2024
Las Palmas,Athletic Club,0.0,2.0,2024-03-10,2024
Real Madrid,Celta Vigo,4.0,0.0,2024-03-10,2024
Alavés,Rayo Vallecano,1.0,0.0,2024-03-10,2024
Almería,Sevilla,2.0,2.0,2024-03-11,2024
Almería,Sevilla,2.0,2.0,2024-03-11,2024
Real Sociedad,Cádiz,2.0,0.0,2024-03-15,2024
Real Sociedad,Cádiz,2.0,0.0,2024-03-15,2024
Athletic Club,Alavés,2.0,0.0,2024-03-16,2024
Mallorca,Granada,1.0,0.0,2024-03-16,2024
Getafe,Girona,1.0,0.0,2024-03-16,2024
Athletic Club,Alavés,2.0,0.0,2024-03-16,2024
Osasuna,Real Madrid,2.0,4.0,2024-03-16,2024
Atlético Madrid,Barcelona,0.0,3.0,2024-03-17,2024
Las Palmas,Almería,0.0,1.0,2024-03-17,2024
Sevilla,Celta Vigo,1.0,2.0,2024-03-17,2024
Las Palmas,Almería,0.0,1.0,2024-03-17,2024
Rayo Vallecano,Betis,2.0,0.0,2024-03-17,2024
Rayo Vallecano,Betis,2.0,0.0,2024-03-17,2024
Atlético Madrid,Barcelona,0.0,3.0,2024-03-17,2024
Cádiz,Granada,1.0,0.0,2024-03-29,2024
Cádiz,Granada,1.0,0.0,2024-03-29,2024
Barcelona,Las Palmas,1.0,0.0,2024-03-30,2024
Getafe,Sevilla,0.0,1.0,2024-03-30,2024
Almería,Osasuna,0.0,3.0,2024-03-30,2024
Almería,Osasuna,0.0,3.0,2024-03-30,2024
Valencia,Mallorca,0.0,0.0,2024-03-30,2024
Alavés,Real Sociedad,0.0,1.0,2024-03-31,2024
Celta Vigo,Rayo Vallecano,0.0,0.0,2024-03-31,2024
Girona,Betis,3.0,2.0,2024-03-31,2024
Real Madrid,Athletic Club,2.0,0.0,2024-03-31,2024
Alavés,Real Sociedad,0.0,1.0,2024-03-31,2024
Girona,Betis,3.0,2.0,2024-03-31,2024
Granada,Valencia,0.0,1.0,2024-04-04,2024
Betis,Celta Vigo,2.0,1.0,2024-04-12,2024
Betis,Celta Vigo,2.0,1.0,2024-04-12,2024
Mallorca,Real Madrid,0.0,1.0,2024-04-13,2024
Atlético Madrid,Girona,3.0,1.0,2024-04-13,2024
Rayo Vallecano,Getafe,0.0,0.0,2024-04-13,2024
Atlético Madrid,Girona,3.0,1.0,2024-04-13,2024
Cádiz,Barcelona,0.0,1.0,2024-04-13,2024
Cádiz,Barcelona,0.0,1.0,2024-04-13,2024
Granada,Alavés,2.0,0.0,2024-04-14,2024
Granada,Alavés,2.0,0.0,2024-04-14,2024
Real Sociedad,Almería,2.0,2.0,2024-04-14,2024
Real Sociedad,Almería,2.0,2.0,2024-04-14,2024
Las Palmas,Sevilla,0.0,2.0,2024-04-14,2024
Osasuna,Valencia,0.0,1.0,2024-04-15,2024
Athletic Club,Granada,1.0,1.0,2024-04-19,2024
Celta Vigo,Las Palmas,4.0,1.0,2024-04-20,2024
Valencia,Betis,1.0,2.0,2024-04-20,2024
Valencia,Betis,1.0,2.0,2024-04-20,2024
Rayo Vallecano,Osasuna,2.0,1.0,2024-04-20,2024
Girona,Cádiz,4.0,1.0,2024-04-20,2024
Girona,Cádiz,4.0,1.0,2024-04-20,2024
Real Madrid,Barcelona,3.0,2.0,2024-04-21,2024
Alavés,Atlético Madrid,2.0,0.0,2024-04-21,2024
Getafe,Real Sociedad,1.0,1.0,2024-04-21,2024
Alavés,Atlético Madrid,2.0,0.0,2024-04-21,2024
Sevilla,Mallorca,2.0,1.0,2024-04-22,2024
Real Sociedad,Real Madrid,0.0,1.0,2024-04-26,2024
Alavés,Celta Vigo,3.0,0.0,2024-04-27,2024
Alavés,Celta Vigo,3.0,0.0,2024-04-27,2024
Almería,Getafe,1.0,3.0,2024-04-27,2024
Almería,Getafe,1.0,3.0,2024-04-27,2024
Atlético Madrid,Athletic Club,3.0,1.0,2024-04-27,2024
Atlético Madrid,Athletic Club,3.0,1.0,2024-04-27,2024
Las Palmas,Girona,0.0,2.0,2024-04-27,2024
Granada,Osasuna,3.0,0.0,2024-04-28,2024
Cádiz,Mallorca,1.0,1.0,2024-04-28,2024
Betis,Sevilla,1.0,1.0,2024-04-28,2024
Cádiz,Mallorca,1.0,1.0,2024-04-28,2024
Betis,Sevilla,1.0,1.0,2024-04-28,2024
Barcelona,Valencia,4.0,2.0,2024-04-29,2024
Getafe,Athletic Club,0.0,2.0,2024-05-03,2024
Girona,Barcelona,4.0,2.0,2024-05-04,2024
Mallorca,Atlético Madrid,0.0,1.0,2024-05-04,2024
Real Madrid,Cádiz,3.0,0.0,2024-05-04,2024
Real Sociedad,Las Palmas,2.0,0.0,2024-05-04,2024
Real Madrid,Cádiz,3.0,0.0,2024-05-04,2024
Mallorca,Atlético Madrid,0.0,1.0,2024-05-04,2024
Valencia,Alavés,0.0,1.0,2024-05-05,2024
Sevilla,Granada,3.0,0.0,2024-05-05,2024
Rayo Vallecano,Almería,0.0,1.0,2024-05-05,2024
Osasuna,Betis,0.0,2.0,2024-05-05,2024
Osasuna,Betis,0.0,2.0,2024-05-05,2024
Valencia,Alavés,0.0,1.0,2024-05-05,2024
Rayo Vallecano,Almería,0.0,1.0,2024-05-05,2024
Alavés,Girona,2.0,2.0,2024-05-10,2024
Alavés,Girona,2.0,2.0,2024-05-10,2024
Athletic Club,Osasuna,2.0,2.0,2024-05-11,2024
Granada,Real Madrid,0.0,4.0,2024-05-11,2024
Mallorca,Las Palmas,1.0,0.0,2024-05-11,2024
Atlético Madrid,Celta Vigo,1.0,0.0,2024-05-12,2024
Atlético Madrid,Celta Vigo,1.0,0.0,2024-05-12,2024
Cádiz,Getafe,1.0,0.0,2024-05-12,2024
Betis,Almería,3.0,2.0,2024-05-12,2024
Valencia,Rayo Vallecano,0.0,0.0,2024-05-12,2024
Cádiz,Getafe,1.0,0.0,2024-05-12,2024
Betis,Almería,3.0,2.0,2024-05-12,2024
Barcelona,Real Sociedad,2.0,0.0,2024-05-13,2024
Osasuna,Mallorca,1.0,1.0,2024-05-14,2024
Real Madrid,Alavés,5.0,0.0,2024-05-14,2024
Real Madrid,Alavés,5.0,0.0,2024-05-14,2024
Getafe,Atlético Madrid,0.0,3.0,2024-05-15,2024
Celta Vigo,Athletic Club,2.0,1.0,2024-05-15,2024
Sevilla,Cádiz,0.0,1.0,2024-05-15,2024
Rayo Vallecano,Granada,2.0,1.0,2024-05-15,2024
Sevilla,Cádiz,0.0,1.0,2024-05-15,2024
Getafe,Atlético Madrid,0.0,3.0,2024-05-15,2024
Almería,Barcelona,0.0,2.0,2024-05-16,2024
Real Sociedad,Valencia,1.0,0.0,2024-05-16,2024
Las Palmas,Betis,2.0,2.0,2024-05-16,2024
Las Palmas,Betis,2.0,2.0,2024-05-16,2024
Almería,Barcelona,0.0,2.0,2024-05-16,2024
Alavés,Getafe,1.0,0.0,2024-05-18,2024
Alavés,Getafe,1.0,0.0,2024-05-18,2024
Atlético Madrid,Osasuna,1.0,4.0,2024-05-19,2024
Barcelona,Rayo Vallecano,3.0,0.0,2024-05-19,2024
Atlético Madrid,Osasuna,1.0,4.0,2024-05-19,2024
Athletic Club,Sevilla,2.0,0.0,2024-05-19,2024
Mallorca,Almería,2.0,2.0,2024-05-19,2024
Betis,Real Sociedad,0.0,2.0,2024-05-19,2024
Betis,Real Sociedad,0.0,2.0,2024-05-19,2024
Valencia,Girona,1.0,3.0,2024-05-19,2024
Cádiz,Las Palmas,0.0,0.0,2024-05-19,2024
Granada,Celta Vigo,1.0,2.0,2024-05-19,2024
Cádiz,Las Palmas,0.0,0.0,2024-05-19,2024
Mallorca,Almería,2.0,2.0,2024-05-19,2024
Girona,Granada,7.0,0.0,2024-05-24,2024
Real Sociedad,Atlético Madrid,0.0,2.0,2024-05-25,2024
Rayo Vallecano,Athletic Club,0.0,1.0,2024-05-25,2024
Almería,Cádiz,6.0,1.0,2024-05-25,2024
Real Sociedad,Atlético Madrid,0.0,2.0,2024-05-25,2024
Almería,Cádiz,6.0,1.0,2024-05-25,2024
Real Madrid,Betis,0.0,0.0,2024-05-25,2024
Real Madrid,Betis,0.0,0.0,2024-05-25,2024
Getafe,Mallorca,1.0,2.0,2024-05-26,2024
Sevilla,Barcelona,1.0,2.0,2024-05-26,2024
Celta Vigo,Valencia,2.0,2.0,2024-05-26,2024
Las Palmas,Alavés,1.0,1.0,2024-05-26,2024
Las Palmas,Alavés,1.0,1.0,2024-05-26,2024
Betis,Girona,1.0,1.0,2024-08-15,2025
Athletic Club,Getafe,1.0,1.0,2024-08-15,2025
Betis,Girona,1.0,1.0,2024-08-15,2025
Las Palmas,Sevilla,2.0,2.0,2024-08-16,2025
Celta Vigo,Alavés,2.0,1.0,2024-08-16,2025
Celta Vigo,Alavés,2.0,1.0,2024-08-16,2025
Valencia,Barcelona,1.0,2.0,2024-08-17,2025
Real Sociedad,Rayo Vallecano,1.0,2.0,2024-08-18,2025
Mallorca,Real Madrid,1.0,1.0,2024-08-18,2025
Celta Vigo,Valencia,3.0,1.0,2024-08-23,2025
Barcelona,Athletic Club,2.0,1.0,2024-08-24,2025
Getafe,Rayo Vallecano,0.0,0.0,2024-08-24,2025
Osasuna,Mallorca,1.0,0.0,2024-08-24,2025
Atlético Madrid,Girona,3.0,0.0,2024-08-25,2025
Alavés,Betis,0.0,0.0,2024-08-25,2025
Atlético Madrid,Girona,3.0,0.0,2024-08-25,2025
Alavés,Betis,0.0,0.0,2024-08-25,2025
Mallorca,Sevilla,0.0,0.0,2024-08-27,2025
Rayo Vallecano,Barcelona,1.0,2.0,2024-08-27,2025
Real Sociedad,Alavés,1.0,2.0,2024-08-28,2025
Athletic Club,Valencia,1.0,0.0,2024-08-28,2025
Real Sociedad,Alavés,1.0,2.0,2024-08-28,2025
Las Palmas,Real Madrid,1.0,1.0,2024-08-29,2025
Girona,Osasuna,4.0,0.0,2024-08-29,2025
Athletic Club,Atlético Madrid,0.0,1.0,2024-08-31,2025
Athletic Club,Atlético Madrid,0.0,1.0,2024-08-31,2025
Sevilla,Girona,0.0,2.0,2024-09-01,2025
Real Madrid,Betis,2.0,0.0,2024-09-01,2025
Alavés,Las Palmas,2.0,0.0,2024-09-01,2025
Osasuna,Celta Vigo,3.0,2.0,2024-09-01,2025
Getafe,Real Sociedad,0.0,0.0,2024-09-01,2025
Alavés,Las Palmas,2.0,0.0,2024-09-01,2025
Real Madrid,Betis,2.0,0.0,2024-09-01,2025
Sevilla,Getafe,1.0,0.0,2024-09-14,2025
Real Sociedad,Real Madrid,0.0,2.0,2024-09-14,2025
Girona,Barcelona,1.0,4.0,2024-09-15,2025
Atlético Madrid,Valencia,3.0,0.0,2024-09-15,2025
Las Palmas,Athletic Club,2.0,3.0,2024-09-15,2025
Atlético Madrid,Valencia,3.0,0.0,2024-09-15,2025
Rayo Vallecano,Osasuna,3.0,1.0,2024-09-16,2025
Mallorca,Real Sociedad,1.0,0.0,2024-09-17,2025
Betis,Getafe,2.0,1.0,2024-09-18,2025
Betis,Getafe,2.0,1.0,2024-09-18,2025
Alavés,Sevilla,2.0,1.0,2024-09-20,2025
Alavés,Sevilla,2.0,1.0,2024-09-20,2025
Osasuna,Las Palmas,2.0,1.0,2024-09-21,2025
Valencia,Girona,2.0,0.0,2024-09-21,2025
Rayo Vallecano,Atlético Madrid,1.0,1.0,2024-09-22,2025
Rayo Vallecano,Atlético Madrid,1.0,1.0,2024-09-22,2025
Athletic Club,Celta Vigo,3.0,1.0,2024-09-22,2025
Betis,Mallorca,1.0,2.0,2024-09-23,2025
Betis,Mallorca,1.0,2.0,2024-09-23,2025
Valencia,Osasuna,0.0,0.0,2024-09-24,2025
Real Madrid,Alavés,3.0,2.0,2024-09-24,2025
Real Madrid,Alavés,3.0,2.0,2024-09-24,2025
Girona,Rayo Vallecano,0.0,0.0,2024-09-25,2025
Barcelona,Getafe,1.0,0.0,2024-09-25,2025
Celta Vigo,Atlético Madrid,0.0,1.0,2024-09-26,2025
Las Palmas,Betis,1.0,1.0,2024-09-26,2025
Las Palmas,Betis,1.0,1.0,2024-09-26,2025
Celta Vigo,Atlético Madrid,0.0,1.0,2024-09-26,2025
Real Sociedad,Valencia,3.0,0.0,2024-09-28,2025
Osasuna,Barcelona,4.0,2.0,2024-09-28,2025
Getafe,Alavés,2.0,0.0,2024-09-28,2025
Getafe,Alavés,2.0,0.0,2024-09-28,2025
Atlético Madrid,Real Madrid,1.0,1.0,2024-09-29,2025
Atlético Madrid,Real Madrid,1.0,1.0,2024-09-29,2025
Celta Vigo,Girona,1.0,1.0,2024-09-29,2025
Athletic Club,Sevilla,1.0,1.0,2024-09-29,2025
Las Palmas,Celta Vigo,0.0,1.0,2024-10-05,2025
Getafe,Osasuna,1.0,1.0,2024-10-05,2025
Real Sociedad,Atlético Madrid,1.0,1.0,2024-10-06,2025
Girona,Athletic Club,2.0,1.0,2024-10-06,2025
Real Sociedad,Atlético Madrid,1.0,1.0,2024-10-06,2025
Alavés,Barcelona,0.0,3.0,2024-10-06,2025
Alavés,Barcelona,0.0,3.0,2024-10-06,2025
Sevilla,Betis,1.0,0.0,2024-10-06,2025
Sevilla,Betis,1.0,0.0,2024-10-06,2025
Girona,Real Sociedad,0.0,1.0,2024-10-19,2025
Osasuna,Betis,1.0,2.0,2024-10-19,2025
Osasuna,Betis,1.0,2.0,2024-10-19,2025
Celta Vigo,Real Madrid,1.0,2.0,2024-10-19,2025
Barcelona,Sevilla,5.0,1.0,2024-10-20,2025
Mallorca,Rayo Vallecano,1.0,0.0,2024-10-20,2025
Valencia,Las Palmas,2.0,3.0,2024-10-21,2025
Las Palmas,Girona,1.0,0.0,2024-10-26,2025
Rayo Vallecano,Alavés,1.0,0.0,2024-10-26,2025
Rayo Vallecano,Alavés,1.0,0.0,2024-10-26,2025
Real Madrid,Barcelona,0.0,4.0,2024-10-26,2025
Real Sociedad,Osasuna,0.0,2.0,2024-10-27,2025
Betis,Atlético Madrid,1.0,0.0,2024-10-27,2025
Getafe,Valencia,1.0,1.0,2024-10-27,2025
Betis,Atlético Madrid,1.0,0.0,2024-10-27,2025
Mallorca,Athletic Club,0.0,0.0,2024-10-28,2025
Alavés,Mallorca,1.0,0.0,2024-11-01,2025
Alavés,Mallorca,1.0,0.0,2024-11-01,2025
Atlético Madrid,Las Palmas,2.0,0.0,2024-11-03,2025
Athletic Club,Betis,1.0,1.0,2024-11-03,2025
Sevilla,Real Sociedad,0.0,2.0,2024-11-03,2025
Atlético Madrid,Las Palmas,2.0,0.0,2024-11-03,2025
Athletic Club,Betis,1.0,1.0,2024-11-03,2025
Celta Vigo,Getafe,1.0,0.0,2024-11-04,2025
Rayo Vallecano,Las Palmas,1.0,3.0,2024-11-08,2025
Real Madrid,Osasuna,4.0,0.0,2024-11-09,2025
Real Sociedad,Barcelona,1.0,0.0,2024-11-10,2025
Getafe,Girona,0.0,1.0,2024-11-10,2025
Betis,Celta Vigo,2.0,2.0,2024-11-10,2025
Mallorca,Atlético Madrid,0.0,1.0,2024-11-10,2025
Betis,Celta Vigo,2.0,2.0,2024-11-10,2025
Mallorca,Atlético Madrid,0.0,1.0,2024-11-10,2025
Valencia,Betis,4.0,2.0,2024-11-23,2025
Las Palmas,Mallorca,2.0,3.0,2024-11-23,2025
Atlético Madrid,Alavés,2.0,1.0,2024-11-23,2025
Celta Vigo,Barcelona,2.0,2.0,2024-11-23,2025
Valencia,Betis,4.0,2.0,2024-11-23,2025
Atlético Madrid,Alavés,2.0,1.0,2024-11-23,2025
Athletic Club,Real Sociedad,1.0,0.0,2024-11-24,2025
Sevilla,Rayo Vallecano,1.0,0.0,2024-11-24,2025
Mallorca,Valencia,2.0,1.0,2024-11-29,2025
Barcelona,Las Palmas,1.0,2.0,2024-11-30,2025
Real Sociedad,Betis,2.0,0.0,2024-12-01,2025
Real Madrid,Getafe,2.0,0.0,2024-12-01,2025
Real Sociedad,Betis,2.0,0.0,2024-12-01,2025
Rayo Vallecano,Athletic Club,1.0,2.0,2024-12-01,2025
Sevilla,Osasuna,1.0,1.0,2024-12-02,2025
Mallorca,Barcelona,1.0,5.0,2024-12-03,2025
Athletic Club,Real Madrid,2.0,1.0,2024-12-04,2025
Celta Vigo,Mallorca,2.0,0.0,2024-12-06,2025
Valencia,Rayo Vallecano,0.0,1.0,2024-12-07,2025
Girona,Real Madrid,0.0,3.0,2024-12-07,2025
Betis,Barcelona,2.0,2.0,2024-12-07,2025
Betis,Barcelona,2.0,2.0,2024-12-07,2025
Osasuna,Alavés,2.0,2.0,2024-12-08,2025
Atlético Madrid,Sevilla,4.0,3.0,2024-12-08,2025
Atlético Madrid,Sevilla,4.0,3.0,2024-12-08,2025
Osasuna,Alavés,2.0,2.0,2024-12-08,2025
Sevilla,Celta Vigo,1.0,0.0,2024-12-14,2025
Rayo Vallecano,Real Madrid,3.0,3.0,2024-12-14,2025
Mallorca,Girona,2.0,1.0,2024-12-14,2025
Alavés,Athletic Club,1.0,1.0,2024-12-15,2025
Real Sociedad,Las Palmas,0.0,0.0,2024-12-15,2025
Alavés,Athletic Club,1.0,1.0,2024-12-15,2025
Atlético Madrid,Getafe,1.0,0.0,2024-12-15,2025
Atlético Madrid,Getafe,1.0,0.0,2024-12-15,2025
Osasuna,Athletic Club,1.0,2.0,2024-12-21,2025
Getafe,Mallorca,0.0,1.0,2024-12-21,2025
Celta Vigo,Real Sociedad,2.0,0.0,2024-12-21,2025
Barcelona,Atlético Madrid,1.0,2.0,2024-12-21,2025
Barcelona,Atlético Madrid,1.0,2.0,2024-12-21,2025
Real Madrid,Sevilla,4.0,2.0,2024-12-22,2025
Valencia,Alavés,2.0,2.0,2024-12-22,2025
Betis,Rayo Vallecano,1.0,1.0,2024-12-22,2025
Betis,Rayo Vallecano,1.0,1.0,2024-12-22,2025
Valencia,Alavés,2.0,2.0,2024-12-22,2025
Valencia,Real Madrid,1.0,2.0,2025-01-03,2025
Rayo Vallecano,Celta Vigo,2.0,1.0,2025-01-10,2025
Sevilla,Valencia,1.0,1.0,2025-01-11,2025
Alavés,Girona,0.0,1.0,2025-01-11,2025
Alavés,Girona,0.0,1.0,2025-01-11,2025
Las Palmas,Getafe,1.0,2.0,2025-01-12,2025
Atlético Madrid,Osasuna,1.0,0.0,2025-01-12,2025
Atlético Madrid,Osasuna,1.0,0.0,2025-01-12,2025
Betis,Alavés,1.0,3.0,2025-01-18,2025
Getafe,Barcelona,1.0,1.0,2025-01-18,2025
Girona,Sevilla,1.0,2.0,2025-01-18,2025
Betis,Alavés,1.0,3.0,2025-01-18,2025
Celta Vigo,Athletic Club,1.0,2.0,2025-01-19,2025
Real Madrid,Las Palmas,4.0,1.0,2025-01-19,2025
Valencia,Real Sociedad,1.0,0.0,2025-01-19,2025
Osasuna,Rayo Vallecano,1.0,1.0,2025-01-19,2025
Las Palmas,Osasuna,1.0,1.0,2025-01-24,2025
Mallorca,Betis,0.0,1.0,2025-01-25,2025
Mallorca,Betis,0.0,1.0,2025-01-25,2025
Real Sociedad,Getafe,0.0,3.0,2025-01-26,2025
Barcelona,Valencia,7.0,1.0,2025-01-26,2025
Rayo Vallecano,Girona,2.0,1.0,2025-01-26,2025
Alavés,Celta Vigo,1.0,1.0,2025-01-27,2025
Alavés,Celta Vigo,1.0,1.0,2025-01-27,2025
Atlético Madrid,Mallorca,2.0,0.0,2025-02-01,2025
Atlético Madrid,Mallorca,2.0,0.0,2025-02-01,2025
Getafe,Sevilla,0.0,0.0,2025-02-01,2025
Osasuna,Real Sociedad,2.0,1.0,2025-02-02,2025
Valencia,Celta Vigo,2.0,1.0,2025-02-02,2025
Betis,Athletic Club,2.0,2.0,2025-02-02,2025
Betis,Athletic Club,2.0,2.0,2025-02-02,2025
Barcelona,Alavés,1.0,0.0,2025-02-02,2025
Barcelona,Alavés,1.0,0.0,2025-02-02,2025
Girona,Las Palmas,2.0,1.0,2025-02-03,2025
Athletic Club,Girona,3.0,0.0,2025-02-08,2025
Real Madrid,Atlético Madrid,1.0,1.0,2025-02-08,2025
Celta Vigo,Betis,3.0,2.0,2025-02-08,2025
Real Madrid,Atlético Madrid,1.0,1.0,2025-02-08,2025
Celta Vigo,Betis,3.0,2.0,2025-02-08,2025
Sevilla,Barcelona,1.0,4.0,2025-02-09,2025
Alavés,Getafe,0.0,1.0,2025-02-09,2025
Alavés,Getafe,0.0,1.0,2025-02-09,2025
Mallorca,Osasuna,1.0,1.0,2025-02-10,2025
Girona,Getafe,1.0,2.0,2025-02-14,2025
Osasuna,Real Madrid,1.0,1.0,2025-02-15,2025
Atlético Madrid,Celta Vigo,1.0,1.0,2025-02-15,2025
Atlético Madrid,Celta Vigo,1.0,1.0,2025-02-15,2025
Betis,Real Sociedad,3.0,0.0,2025-02-16,2025
Betis,Real Sociedad,3.0,0.0,2025-02-16,2025
Mallorca,Las Palmas,3.0,1.0,2025-02-16,2025
Barcelona,Rayo Vallecano,1.0,0.0,2025-02-17,2025
Celta Vigo,Osasuna,1.0,0.0,2025-02-21,2025
Valencia,Atlético Madrid,0.0,3.0,2025-02-22,2025
Las Palmas,Barcelona,0.0,2.0,2025-02-22,2025
Valencia,Atlético Madrid,0.0,3.0,2025-02-22,2025
Real Madrid,Girona,2.0,0.0,2025-02-23,2025
Getafe,Betis,1.0,2.0,2025-02-23,2025
Getafe,Betis,1.0,2.0,2025-02-23,2025
Sevilla,Mallorca,1.0,1.0,2025-02-24,2025
Girona,Celta Vigo,2.0,2.0,2025-03-01,2025
Betis,Real Madrid,2.0,1.0,2025-03-01,2025
Atlético Madrid,Athletic Club,1.0,0.0,2025-03-01,2025
Rayo Vallecano,Sevilla,1.0,1.0,2025-03-01,2025
Betis,Real Madrid,2.0,1.0,2025-03-01,2025
Atlético Madrid,Athletic Club,1.0,0.0,2025-03-01,2025
Barcelona,Real Sociedad,4.0,0.0,2025-03-02,2025
Mallorca,Alavés,1.0,1.0,2025-03-02,2025
Osasuna,Valencia,3.0,3.0,2025-03-02,2025
Mallorca,Alavés,1.0,1.0,2025-03-02,2025
